cid,dG0_f
C06317, -439.40
C06318, -946.93
C06319,-2292.26
C06320,-2317.48
C06321, -557.58
C06322,-3117.72
C06323,  236.08
C06324,   32.93
C06325,  -97.75
C06326, -632.36
C06327, -554.10
C06328, -509.03
C06329, -704.84
C06330, -170.23
C06331, -169.44
C06332, -359.31
C06333, -624.51
C06334, -624.51
C06335, -624.51
C06336,-1045.55
C06337, -549.39
C06338,   32.93
C06339, -318.86
C06341, -268.18
C06342, -170.23
C06343,   32.93
C06344, -169.44
C06345,   33.72
C06346, -301.17
C06347, -301.17
C06348, -296.23
C06349, -296.23
C06350, -504.32
C06351, -504.32
C06352, -922.07
C06353, -922.07
C06354,  146.30
C06355, -488.32
C06356, -285.17
C06357,     nan
C06358,  -93.41
C06359,  -86.44
C06360,  -79.48
C06361,     nan
C06362,     nan
C06363,     nan
C06364,     nan
C06365,     nan
C06366,   -2.15
C06367,     nan
C06368,     nan
C06369,-1586.56
C06370,     nan
C06371,-2881.17
C06372,-1552.81
C06374,     nan
C06376,-1729.86
C06377,-1609.11
C06378,     nan
C06379,     nan
C06380,     nan
C06381, -262.21
C06382, -449.34
C06383, -162.84
C06384, -303.10
C06385, -345.02
C06386, -427.82
C06387,-3094.81
C06388,     nan
C06389,     nan
C06390, -279.86
C06391, -428.10
C06392, -128.01
C06393, -348.38
C06394,   58.39
C06395,     nan
C06396,     nan
C06397,-2755.66
C06398,-2755.66
C06399,     nan
C06400,-2243.96
C06403,     nan
C06404,     nan
C06406,     nan
C06407,-2355.75
C06408,-2018.10
C06409,     nan
C06410,     nan
C06412,     nan
C06413,  236.08
C06414,  -97.75
C06415,   32.93
C06416,-2212.16
C06417, -348.03
C06418, -341.07
C06419, -185.45
C06420, -418.94
C06421,-1579.78
C06422,-1579.78
C06423, -315.67
C06424, -273.88
C06425, -232.09
C06426,   -5.35
C06427,   -5.35
C06428,  169.02
C06429,  263.17
C06430, -864.70
C06432,-4207.15
C06433,  108.12
C06435, -237.73
C06436, -561.28
C06437,     nan
C06438, -607.90
C06439, -447.46
C06440, -757.48
C06441,-1600.34
C06442, -495.25
C06443,     nan
C06446,-1130.88
C06447, -963.64
C06450,-1198.24
C06451,-1004.49
C06452, -999.66
C06453,     nan
C06454, -945.32
C06455,-1011.46
C06456,     nan
C06457,     nan
C06459, -782.96
C06461,     nan
C06462, -814.99
C06463, -601.70
C06464, -912.93
C06465, -915.60
C06466, -915.60
C06467, -915.60
C06468, -916.26
C06469,-1236.75
C06470,-1028.82
C06471, -588.24
C06472,-1093.13
C06473,-1093.07
C06474, -699.77
C06475, -631.18
C06476, -470.74
C06477,-1093.13
C06478, -699.77
C06479,     nan
C06481,     nan
C06482,     nan
C06483,     nan
C06484, -282.33
C06485, -722.05
C06488,  357.20
C06489,     nan
C06490,     nan
C06491,     nan
C06492,     nan
C06493,     nan
C06494,     nan
C06495,     nan
C06496,     nan
C06497,     nan
C06499,     nan
C06500,     nan
C06501,     nan
C06502,  111.27
C06503,     nan
C06504,     nan
C06505,     nan
C06506,     nan
C06507,     nan
C06508,     nan
C06509,     nan
C06510,     nan
C06511, -607.94
C06512, -585.91
C06513,     nan
C06514,     nan
C06515, -607.94
C06516, -494.44
C06517, -499.38
C06518, -494.44
C06520, -494.44
C06521,  -30.72
C06522,     nan
C06523,   72.06
C06524,  215.25
C06525,  -25.14
C06526,   35.64
C06527,   35.64
C06528,  233.86
C06530,   30.71
C06531,     nan
C06532,     nan
C06533, -407.12
C06534,     nan
C06535,     nan
C06536,  170.91
C06537,  165.97
C06538,  131.30
C06539,-1067.13
C06540, -972.98
C06541, -868.91
C06542,     nan
C06543,   65.14
C06544,     nan
C06545,     nan
C06546, -485.45
C06547,   81.42
C06548, -116.28
C06550,     nan
C06551,  252.19
C06552,   66.88
C06553, -165.71
C06554, -407.95
C06555, -311.87
C06556,  206.82
C06557,   21.52
C06558, -175.36
C06559,  216.47
C06560,  171.11
C06561, -394.17
C06562, -899.35
C06563, -486.76
C06564, -936.52
C06565,-1009.42
C06566,-1096.55
C06567,    0.00
C06568, -993.15
C06569,-1164.67
C06570,     nan
C06571,     nan
C06572,-1985.71
C06573,-1920.18
C06574, -480.89
C06575,  136.46
C06576,  -20.63
C06577,   19.44
C06578, -198.16
C06579, -650.42
C06580, -604.47
C06581, -797.94
C06582, -469.04
C06584,  243.11
C06585,  -77.42
C06586, -163.19
C06587, -360.76
C06588,  260.95
C06589,  -59.57
C06592,     nan
C06593, -114.39
C06594,   64.74
C06596,  -74.46
C06597,  -49.17
C06598, -195.73
C06599, -342.30
C06600, -323.72
C06601, -305.88
C06602, -120.57
C06603, -487.18
C06604,     nan
C06605,     nan
C06606,     nan
C06607,     nan
C06608, -762.27
C06609,   18.39
C06610,   18.39
C06611, -110.72
C06612, -110.72
C06613,  -70.65
C06614, -288.25
C06615, -288.25
C06616,-1570.68
C06620,-2599.87
C06622,-2623.15
C06624,-1183.88
C06625,-3379.27
C06626, -976.89
C06627, -959.05
C06628, -996.25
C06629, -793.10
C06630,-1293.85
C06633,-1399.16
C06634,-1610.09
C06635, -957.02
C06636,  211.05
C06637,  300.19
C06638,  213.91
C06639,   84.79
C06640,  -92.74
C06641,  232.23
C06642,  319.63
C06643,  110.62
C06644, -104.83
C06645, -300.68
C06646, -157.19
C06647,  -13.44
C06648,  -15.80
C06649, -214.81
C06650, -182.55
C06651, -378.40
C06653,-1331.04
C06654,     nan
C06655, -558.25
C06656, -282.33
C06657, -441.55
C06658, -535.17
C06659, -601.83
C06660, -598.92
C06661, -699.10
C06662, -739.18
C06663,     nan
C06664, -676.85
C06665, -569.47
C06667,-1268.58
C06668, -857.00
C06669, -490.48
C06670, -276.42
C06671,-3112.65
C06672, -616.93
C06673, -830.38
C06674,-1045.55
C06675,-1256.36
C06676,-1292.26
C06677, -638.45
C06678, -795.54
C06679, -755.47
C06680, -752.54
C06681,     nan
C06682, -103.51
C06683,     nan
C06684,-2149.96
C06685, -548.68
C06686, -860.63
C06687, -207.07
C06688,     nan
C06689,     nan
C06690,-1767.71
C06691,-1854.88
C06692,-1496.44
C06693,-1208.99
C06694, -515.51
C06695,   35.26
C06696,     nan
C06697,     nan
C06701,     nan
C06702,     nan
C06704,     nan
C06705,     nan
C06706,     nan
C06707,     nan
C06710,     nan
C06711,   76.29
C06712,   99.57
C06714,-3677.87
C06715,-3640.28
C06717,-1727.96
C06718,-1865.38
C06719, -421.78
C06720, -612.31
C06721, -103.72
C06722, -158.24
C06723,-3438.44
C06725, -372.59
C06726, -318.07
C06727, -270.72
C06728, -280.28
C06729, -612.31
C06730, -287.25
C06731, -612.31
C06732,  -46.85
C06733,  601.81
C06734,  348.01
C06735, -156.69
C06736,-3055.06
C06737,-3055.06
C06738, -324.56
C06739,-1040.87
C06740,     nan
C06741,     nan
C06742,   53.65
C06743,     nan
C06744,     nan
C06746,  -11.55
C06747,     nan
C06748,  -30.03
C06749,-3356.46
C06751, -221.61
C06752,  -72.98
C06753, -207.90
C06754, -167.83
C06755, -385.43
C06756,  119.85
C06757,  -37.24
C06758,    2.83
C06760, -478.36
C06761, -370.99
C06762, -610.43
C06763, -780.02
C06764,-1166.20
C06765,-4095.09
C06767,     nan
C06769,-1029.80
C06770,-1228.65
C06771, -413.20
C06772, -310.52
C06773,-1597.44
C06774,-1592.50
C06775,-1216.30
C06776,-1344.23
C06777,-1339.29
C06778,-1547.38
C06779,-1542.44
C06780,-1542.44
C06781,-1537.50
C06782,-2373.79
C06783,-1662.30
C06784,-2170.63
C06785,-1698.67
C06786,-2207.00
C06787,-1846.38
C06788,-2354.71
C06789,   27.60
C06790,   25.46
C06791,   32.01
C06792,   27.81
C06793,   59.67
C06799,     nan
C06800,     nan
C06801,-1515.73
C06802,-2521.30
C06803, -432.77
C06804, -228.64
C06805,     nan
C06806,  -60.74
C06807,  331.01
C06808,  -27.78
C06809, -469.07
C06810, -116.08
C06812, -776.35
C06813,  114.12
C06814,-1594.93
C06817,     nan
C06818,     nan
C06819,     nan
C06820,-1836.70
C06821,   52.29
C06823,  240.64
C06824,  418.85
C06825, -556.54
C06827, -681.46
C06830, -206.93
C06831, -308.25
C06832,  300.95
C06834, -310.47
C06835,     nan
C06837,  549.06
C06838,-1350.64
C06839, -540.05
C06840,-1190.90
C06842, -553.47
C06843, -327.09
C06846,  236.25
C06847,  312.98
C06848, -553.47
C06849, -252.89
C06850,   67.52
C06852, -379.67
C06853, -313.22
C06854,-1035.28
C06855,  203.13
C06856, -319.53
C06857,  391.92
C06860,   42.45
C06861,  197.10
C06862,     nan
C06863,     nan
C06865,-2835.63
C06866, -281.26
C06868,  288.12
C06869, -791.72
C06870,     nan
C06871,  246.97
C06872, -547.71
C06873,     nan
C06874, -322.88
C06875, -264.38
C06876,     nan
C06877, -558.73
C06878, -756.95
C06879,     nan
C06880,     nan
C06881, -855.11
C06882,     nan
C06883,     nan
C06884,     nan
C06885, -915.76
C06886,     nan
C06887, -677.11
C06888, -662.79
C06889, -732.74
C06890, -561.37
C06891, -762.31
C06892, -926.74
C06893,-1767.97
C06894, -642.32
C06895, -553.79
C06896, -782.31
C06897, -610.00
C06899,     nan
C06900, -175.68
C06902,  594.55
C06905,  361.41
C06906,  452.14
C06909,-1030.38
C06910, -495.03
C06911,     nan
C06912,-1434.44
C06913,  215.73
C06914, -632.43
C06915,     nan
C06916, -370.73
C06917,  393.15
C06918,  447.96
C06921,  -76.23
C06922,  639.95
C06923,     nan
C06924,  601.34
C06925,   83.25
C06926,  -98.47
C06928,-1219.53
C06930,  462.59
C06931,  487.95
C06932, -214.51
C06933,     nan
C06935,  388.68
C06936,   43.01
C06938,     nan
C06939,  104.09
C06940, -599.30
C06941,  629.86
C06943,  418.36
C06944,  254.78
C06946,  361.41
C06947,     nan
C06948,  354.07
C06949,  340.60
C06950,     nan
C06951,  -97.46
C06952,  367.45
C06953,  -75.18
C06954,   94.96
C06955,-1456.43
C06956,-1626.69
C06957,  130.76
C06958, -185.96
C06960,  237.07
C06961,  190.56
C06963, -571.89
C06965,  255.21
C06967, -291.46
C06969,     nan
C06970, -232.06
C06971,  215.49
C06972, -199.78
C06973,-1012.36
C06975,     nan
C06976,  -19.65
C06977, -431.26
C06978,   -8.13
C06979, -179.32
C06980, -480.98
C06981,     nan
C06984, -220.67
C06986,     nan
C06988,  -99.75
C06989,  -14.79
C06990,  100.42
C06991, -185.40
C06996,  174.85
C06997, -255.27
C06999, -125.66
C07001, -296.25
C07004, -592.27
C07005, -586.51
C07006, -728.67
C07007, -736.15
C07010,  457.56
C07014, -281.01
C07016,     nan
C07017,     nan
C07020, -365.38
C07022, -150.85
C07023,     nan
C07024,-2791.88
C07025,-1015.77
C07026, -891.34
C07027,-1073.56
C07028,-1194.30
C07029,-1165.55
C07030,-1148.04
C07031, -306.81
C07032, -301.87
C07034,  200.27
C07035,  -84.21
C07036,  143.68
C07037,  -43.56
C07040,     nan
C07041,     nan
C07042,     nan
C07043,  228.31
C07044, -150.95
C07045,  194.12
C07047,     nan
C07049,  465.80
C07051,   89.87
C07052, -233.37
C07053, -386.74
C07054,     nan
C07055,  224.93
C07056, -403.35
C07062, -212.13
C07063, -210.96
C07064,-1576.24
C07065, -193.37
C07069,     nan
C07070,  308.67
C07072,     nan
C07073,   57.01
C07074, -503.93
C07075,  -99.75
C07078, -383.60
C07079,     nan
C07080,  186.05
C07083,  207.70
C07084, -189.04
C07085, -198.60
C07086, -206.95
C07087, -397.00
C07088, -425.44
C07089, -487.23
C07090, -212.97
C07091, -377.96
C07092,   82.58
C07093, -342.30
C07094, -323.72
C07095, -502.22
C07096,   57.42
C07097, -145.74
C07098,   39.57
C07099, -163.58
C07100, -461.13
C07101,   39.57
C07102, -509.03
C07103, -207.70
C07104,  367.58
C07105, -103.74
C07106,     nan
C07107,     nan
C07108,  391.13
C07111,  126.02
C07112,  -33.19
C07113,    4.40
C07114, -323.25
C07115,   -4.65
C07116,  594.40
C07117,  -65.07
C07118,-3184.65
C07119, -256.59
C07120, -275.01
C07122, -196.80
C07123, -478.68
C07124,     nan
C07125,  183.81
C07126, -197.18
C07127,  -60.30
C07128, -110.60
C07129, -393.25
C07130,    1.44
C07131,  358.77
C07132,  631.99
C07139, -842.04
C07140,  216.85
C07141,     nan
C07142,  -31.09
C07143,     nan
C07144, -403.35
C07146, -243.53
C07147,  265.70
C07148,    8.27
C07149, -120.40
C07151,  125.02
C07153, -115.91
C07155,  125.46
C07156,     nan
C07159, -228.39
C07160,-3309.76
C07163,  263.57
C07164,  155.20
C07165,-1039.28
C07166,   26.62
C07168,  607.68
C07171,  108.24
C07172,  479.63
C07174,  467.64
C07175,  442.46
C07177, -870.14
C07178, -595.53
C07180,  429.82
C07182, -491.19
C07184, -249.22
C07185, -312.99
C07187, -100.54
C07188, -336.01
C07189, -152.69
C07190,     nan
C07192,  281.41
C07194, -611.99
C07195, -197.83
C07196,  -89.97
C07198, -143.18
C07199,   75.17
C07201,     nan
C07202, -288.81
C07203,   51.91
C07204,     nan
C07205,  228.51
C07206,  306.19
C07207, -180.84
C07208,  119.85
C07209,    2.83
C07210,     nan
C07211, -214.77
C07212,  119.85
C07213,  -37.24
C07214,    2.83
C07215, -214.77
C07216,  -37.24
C07218,  352.75
C07219,  216.04
C07220,  -78.59
C07221, -443.12
C07222,  -60.84
C07224,  172.60
C07225, -782.34
C07228, -204.16
C07230,   87.57
C07231,     nan
C07235,     nan
C07236,     nan
C07239, -254.49
C07240,  291.90
C07241, -276.01
C07245,  204.67
C07246,  265.02
C07247,  253.94
C07250, -574.89
C07251,     nan
C07252,     nan
C07253,     nan
C07254, -141.02
C07255, -694.50
C07256,     nan
C07257, -198.07
C07258,  237.54
C07259,     nan
C07261,     nan
C07263,  550.07
C07264, -209.66
C07266, -432.47
C07267, -516.37
C07268,  -38.60
C07269,   29.95
C07270,  394.70
C07271,   16.41
C07272,    0.44
C07273, -339.21
C07274,  371.41
C07275, -326.69
C07276, -202.48
C07277,-2816.70
C07278,-1552.81
C07279,     nan
C07280,     nan
C07281,     nan
C07282,     nan
C07283,-2243.96
C07285,-1423.93
C07287,  -23.70
C07288,  -61.30
C07289, -179.73
C07290, -577.35
C07291,     nan
C07292,     nan
C07293,     nan
C07294,     nan
C07295,     nan
C07296,-3113.31
C07297,-3211.35
C07299,     nan
C07300,     nan
C07301, -200.57
C07302,-3623.62
C07303,-3623.62
C07304,-1362.86
C07305,     nan
C07306, -803.75
C07307,-1362.86
C07308,     nan
C07309,   46.44
C07310, -343.29
C07311,     nan
C07312, -360.38
C07313,     nan
C07314,     nan
C07315,     nan
C07316,  -99.68
C07317,     nan
C07318,     nan
C07319,  336.10
C07320, -221.24
C07321, -407.57
C07322,  569.64
C07323, -807.09
C07324,     nan
C07325,  395.66
C07326, -745.33
C07327,   29.79
C07328, -156.35
C07329, -116.28
C07330,  -39.99
C07331,     nan
C07332, -324.42
C07334,     nan
C07335,-1477.62
C07336,     nan
C07338,     nan
C07339,  277.25
C07340, -317.44
C07341,   51.08
C07342,     nan
C07343,-3241.99
C07344, -135.88
C07345,     nan
C07346, -313.04
C07347,-3127.30
C07348,-3152.46
C07349,     nan
C07350, -581.48
C07351, -588.44
C07354, -404.01
C07355, -484.23
C07356,   61.16
C07357, -323.79
C07359,   86.88
C07360, -182.14
C07361, -662.20
C07362,  -59.40
C07363,   91.63
C07366,  389.99
C07367,     nan
C07368,   98.40
C07369, -547.63
C07370, -524.35
C07371, -135.15
C07372, -126.71
C07373,   49.84
C07375,  -84.95
C07376,   84.28
C07378,   95.71
C07379,  469.98
C07381, -149.81
C07383, -269.23
C07384,  365.76
C07389, -625.91
C07391,  327.04
C07393, -355.14
C07394,-1568.69
C07395,-1018.17
C07397,  354.86
C07398, -317.44
C07400,     nan
C07401,   77.13
C07402,   84.28
C07403,  577.15
C07404,  472.66
C07405,  365.76
C07406,   78.57
C07407,  -99.02
C07408,  361.37
C07409,  412.02
C07410,  222.46
C07411,  -48.33
C07412,  752.22
C07413, -550.08
C07414,  188.06
C07415, -420.41
C07416, -124.19
C07417, -142.12
C07418, -328.58
C07420,   11.15
C07421,     nan
C07422, -407.47
C07423, -407.47
C07424,  -28.56
C07425,  287.01
C07427,  427.03
C07428, -184.38
C07429,  330.39
C07430,     nan
C07431,     nan
C07432,   80.13
C07433,   80.13
C07434, -296.12
C07435,  131.50
C07436,  131.50
C07437,  -99.15
C07438,  128.94
C07440,   57.65
C07441, -216.81
C07443,   26.06
C07445,  -96.44
C07446, -187.81
C07447,     nan
C07448,     nan
C07449,     nan
C07450,  309.48
C07451,  189.10
C07452,     nan
C07453, -260.75
C07454,  245.37
C07455,     nan
C07456,     nan
C07457,     nan
C07458,     nan
C07459,     nan
C07460,     nan
C07461,     nan
C07463,  208.95
C07464, -163.33
C07465, -102.39
C07466, -474.32
C07467,  -81.10
C07468,     nan
C07469,     nan
C07471, -248.39
C07473, -194.55
C07474,  -10.71
C07475,   68.17
C07478, -695.97
C07479, -695.97
C07480,    1.44
C07481,   58.23
C07482,  228.64
C07484,     nan
C07485,   16.59
C07486,  257.15
C07487,  270.84
C07488,     nan
C07489, -165.54
C07490, -198.05
C07491,  251.82
C07492,   72.04
C07493,   48.76
C07494,     nan
C07495, -121.50
C07496,     nan
C07497,     nan
C07498,     nan
C07499, -182.01
C07500, -262.07
C07501,  168.20
C07502,     nan
C07503,    0.00
C07504,     nan
C07505, -319.97
C07506, -159.06
C07508,  497.34
C07509,  -42.04
C07510,  133.92
C07511,   68.70
C07512,   62.50
C07513, -436.81
C07514,  118.83
C07515,  -24.22
C07516, -126.99
C07517, -151.27
C07518, -126.99
C07519, -106.98
C07520,  -94.85
C07521,     nan
C07522,   65.04
C07523,  -50.08
C07524,  347.59
C07525,   44.38
C07526,  -49.23
C07527, -165.86
C07528,   35.05
C07529,   55.94
C07530,   80.58
C07531,   18.42
C07532,   48.98
C07533, -392.24
C07534, -170.84
C07535,  388.46
C07536, -407.47
C07537,     nan
C07538,  351.51
C07539,     nan
C07540,  235.64
C07541,  -38.19
C07542,  183.33
C07543,   11.41
C07544, -223.52
C07545, -332.19
C07546, -479.31
C07547,     nan
C07548,     nan
C07549,     nan
C07550,     nan
C07551,     nan
C07552,  -17.97
C07553,     nan
C07554,     nan
C07555,  -84.10
C07556,     nan
C07557, -233.06
C07558,     nan
C07559,  111.09
C07560,  260.94
C07561,  -45.10
C07564,   64.44
C07565,  -25.48
C07566,  117.01
C07567,  337.18
C07568,     nan
C07569,     nan
C07570,     nan
C07571,  -26.36
C07572,  125.91
C07573,     nan
C07574,-1537.14
C07575,  254.34
C07576,     nan
C07577, -238.57
C07578, -113.62
C07580, -105.71
C07581,  319.32
C07582,  -31.59
C07584,     nan
C07585, -142.27
C07586, -333.05
C07587, -418.71
C07588, -556.29
C07589,     nan
C07590,  108.95
C07591, -216.73
C07592, -842.52
C07593, -760.68
C07594, -162.22
C07596,     nan
C07597, -599.30
C07598, -640.15
C07599,     nan
C07600,     nan
C07601,     nan
C07602,     nan
C07603,     nan
C07604,     nan
C07605,     nan
C07606, -539.88
C07607,  314.37
C07608,  -25.08
C07609, -300.01
C07610,-1435.35
C07612,  332.36
C07613,  562.94
C07615,     nan
C07616,  202.48
C07617, -150.81
C07618, -165.90
C07619, -111.89
C07620,  -25.84
C07621, -273.42
